,Title,Location,Company,Rating,Ownership,Industry,Sector,Salary,Description,min_salary,max_salary,avg_salary,Type_of_ownership,Python,Aws,Excel,Deep_learning,Macine_learning,Bachelors,Masters,Job_type,Job_simp,Seniority_simp,Industry_simp,Sectors_simp
510,Data Science AI ML NLP Engineers - Delhi,New Delhi,ChampionsIT,3.9,Company - Private,,,₹400K - ₹872K (Glassdoor Est.),,400,872,636.0,Private,0,0,0,0,0,0,0,Other,Data Scientist,Other,Other,Other
511,Data Analyst,Mumbai,altbalaji,2.6,Company - Public,,,₹202K - ₹526K (Glassdoor Est.),"Department: Analytics
Qualification: BTech/BSc IT
Reports to: VP Technology
Skills :
SQL + Tableau + R
2 to 5 years of experience in the Analytics industry.
Experience in OTT sphere will be an added advantage.
Data crunching, insights generation, strategic thinking.
Good communication skills to convey technical and advanced concepts in precise and clearly understandable terms to a variety of audiences.
Requirements :
Candidate should have strong analytical and logical thinking
Should be able to work on a large dataset
Able to write complex SQL queries to create an aggregate table
Able to create dashboards in Tableau, also able to take care of the server side activities
Must have knowledge of deck creation for upper management
Knowledge of scripting language: Javascript would be an added advantage
Submit your cv at careers@balajitelefilms.com",202,526,364.0,Public,0,0,0,0,0,0,1,Other,Analyst,Other,Other,Other
512,Data Analyst,Mumbai,Shriram Automall India Ltd,2.6,Company - Public,,,₹240K - ₹407K (Glassdoor Est.),,240,407,323.5,Public,0,0,0,0,0,0,0,Other,Analyst,Other,Other,Other
513,Environmental Data Analyst ( Environmental Equipment ) - Indore,Other,skilora,2.6,Company - Private,,,₹179K - ₹315K (Glassdoor Est.),"NVS Consultants Pvt Ltd
NVS Consultants is a leading Manpower Placement Service Provider based at Central India (Indore MP) with its Clients in Major Manufacturing Companies & Engineering Companies.
Hiring for Well Known Environmental Equipment Manufacturing Industry
Skills
Documentation
Data Analysis
Responsibilities and Duties
Perform daily data verification checks as directed
Maintain all system & project documentation
Follow up on the reported problem
Adhere to Ecotech’s policies NATA OH&S ISO 9001 & Internal Policies
Maintain an updated contact list for all current client
Required Candidate profile
Nvs Consultants
For Immediate Response Please Share Your Resume On This Link
www.nvsconsultants.com/portal
Education
UG:
B.Tech/B.E. in Environmental
Required Experience and Qualifications
Experience: 4 - 5 years in similar role( Required )
Graduation: B.Tech( Required )
Skilora is the world’s leading job application service that help jobs seekers find jobs by knocking doors of Fortune 500 companies. All the data collected from the users would be used only for recruitment purposes. Please be aware of fraud job offers asking for any kind of payments.",179,315,247.0,Private,0,0,0,0,0,0,0,Internship,Analyst,Other,Other,Other
514,Data Analyst,Other,Engineering manufacturing company,3.1,Company - Private,,,₹168K - ₹358K (Glassdoor Est.),,168,358,263.0,Private,0,0,0,0,0,0,0,Other,Analyst,Other,Other,Other
515,Senior Data Engineer,Noida,Nokia,4.1,Company - Public,Telecommunications Service,Telecommunications,₹425K - ₹772K (Glassdoor Est.),"Nokia is a global leader in the technologies that connect people and things. With state-of-the-art software, hardware and services for any type of network, Nokia is uniquely positioned to help communication service providers, governments, and large enterprises deliver on the promise of 5G, the Cloud and the Internet of Things.

Serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly transform the way people and things communicate and connect.

Nokia is an equal opportunity employer that is committed to diversity and inclusion.

At Nokia, employment decisions are made regardless of race, color, national or ethnic origin, religion, gender, sexual orientation, gender identity or expression, age, marital status, disability, protected veteran status or other characteristics protected by law.

Nokia is undertaking a large-scale service analytics and big data platform initiative and serving thousands to tens of thousands of internal and external users. This platform will enable Nokia and its customers to build the next generation of services for telecommunications and beyond, including transport, connected health and broader IOT. You will be joining a very dynamic and growing team of talented individuals, setting up state-of-the-art solutions for outstanding customer experience.

General Purpose

Senior Data Engineer is responsible for the development of analytics big data transformation flows on a large-scale service analytics platform for various customers across the globe. Responsibility includes delivery of high quality use case Data Pipeline ready for use and deployment towards customers, meeting the business requirements and aligning with the solution vision and strategy.
As the primary interface of the Solution Owner, Senior Data Engineer will report to the Data Engineering Leader. Senior Data Engineer will have a strong influence on the technical design, and be expected to have a deep understanding of business and solution development context.

Senior Data Engineer Responsibilities and Duties
Understand the customer’s business context, objectives and requirements.
Involvement in Requirement Analysis, Design, Development, Unit Testing, System Integration Testing and other facets of testing for example but not limited to Performance Testing.
Convert functional specifications from business requirements into programming instructions for technical development of analytics data pipelines.
Break down major requirements in to small incremental value-add features and prioritize with Solution Owner.
Prototype creative analytics data pipeline mock-ups and be able to collaborate with others in crafting and implementing your technical vision.
Develop industrialized solutions leveraging Agile and DevOps methodologies.
Review, analyze, and modify programming systems, including encoding, testing, debugging and installing for a large-scale environment.
Monitor operating efficiency and optimize solution execution performance.
Support Solution Owner through the delivery process to customers
Execute the analytics solution development plan, resolves or escalates problems timely.
Foster the Analytics Competence Center in developing enablement and e2e solution consultancy across Use Cases.
Work harmoniously in a large cross-functional team including managers, supervisors, business analysts, systems personnel, network staff, and other developers
Candidate should be from Java/Scala/Python background only (MUST)

He/she should have good hands on practical knowledge with tools/tech mentioned below.
Spark with Scala/PySpark
Apache Airflow
ELK (Elastic search stack)
Micro Services , REST API
Docker/Kubernetes
Kafka
Bachelor’s Degree in Computer Science, Software Development, or a business-related field.
5 to 10 years’ experience in a comparable role.
Fully conversant with analytics and new technologies, strong knowledge of industry trends knowledge including products and services on Nokia’s core business.
Strong experience in building fast, robust, effective and efficient analytics data pipelines with modern cloud development technologies covering data collection, transformation, storage and exposure :
Advanced development skills and experience in Scala language (or having a particularly deep expertise in one of the field below) is a must.
Big data distributed environment development and optimization experience with Spark.
NoSQL technology experience with Apache Cassandra or Parquet Files hosted on S3, designing relevant data models dealing with high data velocity and/or volume while ensuring integrity.
Streamlined data collection and transformation flow experience with Kafka considered a plus.
Experience consuming enterprise web-services (REST, JSON/XML, MySQL/PostgreSQL) and also expose own services to help design the next generation of back-end APIs and functionality.
Experience in containerization/ dockerization of developed solutions.
Experience with Apache NiFi considered a plus.
Understanding of Java Development tools (IntelliJ IDEA)… Zeppelin notebook considered a plus.
Modern software development methodologies such as Agile, Scrum, etc… including Test Driven Design and other testing methodologies. Use Git to manage source code and Artifactory to publish.
Sound methodical skills with attention to detail and process requirements.
Capability to multi-task and prioritize to ensure timely deliveries.
Comfortable with working with multiple stakeholders in a multi-cultural environment of a global matrix organization with sensitivity and partnering.
High energy, initiative, enthusiasm and persistence. English mandatory.

Apply now.",425,772,598.5,Public,1,0,0,1,1,0,1,Internship,Data Engineer,Senior,Service,Other
516,Staff Data Scientist (Remote work option),Noida,FourKites,3.0,Company - Public,Telecommunications Service,Telecommunications,₹384K - ₹983K (Glassdoor Est.),,384,983,683.5,Public,0,0,0,0,0,0,0,Other,Data Scientist,Other,Service,Other
517,Data Analyst,Other,Max Business Consultancy Private Limited,3.0,,,,₹300K - ₹550K (Glassdoor Est.),"Responsibilities

develop records management processes and policies
identify, evaluate and implement external services and tools to support data validation and cleansing
develop and support reporting processes
create data dashboards, graphs and visualisations mine and analyse large datasets, draw valid inferences and present them successfully to management using a reporting tool.

Requirements
Work experience as a data analyst or in related field.
Ability to analyze existing tools and databases and provide software solution recommendations.
Advance excel Knowledge will be plus point
Sql Knowledge Preferred

Job Type: Full-time

Experience:

work: 1 year (Preferred)
Education:

Diploma (Preferred)

WHATSAPP YOUR CV ON +9I-725-298-32-65 HR TEAM

0.00-2.00 Years
Diploma",300,550,425.0,Other Organization,0,0,1,0,0,0,0,Full-time,Analyst,Other,Other,Other
518,Data Analyst,Other,Sminetech Solutions Pvt Ltd,3.0,,,,₹300K - ₹550K (Glassdoor Est.),"Position - Data Analyst
Location: Mumbai
Candidate to have 3-6 years’ experience in Analytics and Machine Learning
Expertise in at least 3 of the following: Sentiment Analysis, Entity Extraction, Document Classification, Topic Modeling, Natural Language Understanding (NLU) and Natural Language Generation (NLG)
Experience with open-source NLP toolkits such as CoreNLP, OpenNLP, NLTK, gensim, LingPipe, Mallet, etc.
Experience with open-source ML/math toolkits such as scikit-learn, MLlib, Theano, NumPy, etc.
Certification in Google Tensor Flow, Hadoop, Python, SQL, R is desirable
Notice Period - Immediate to 15 days
Contract length: 12 months
Job Types: Full-time, Contract
Salary: ₹10,067.00 - ₹23,249.00 per month
Schedule:
Day shift
Experience:
Data Analyst: 3 years (Required)
Machine Learning: 3 years (Required)
Speak with the employer
+91 9004712617",300,550,425.0,Other Organization,1,0,0,0,1,0,0,Full-time,Analyst,Other,Other,Other
519,Data Analyst,Other,Talent Basket,4.0,Company - Public,,,₹264K - ₹717K (Glassdoor Est.),"Great opportunity to work for a leading global Fortune 1000 company in Trivandrum

Designation: Data Analyst

Experience: 5-7 Yrs of experience

Notice Period- Immediate – 45days

Salary: Open for right Candidates

Job Location- Trivandrum (WFH during COVID 19)

Skills Required
 Min 3 years of experience in Banking industry (Retail/Commercial) or should come with a strong financial background
 Experience in using complex SQL to profile data prior to mapping.
 Strong analytical and problem-solving skills and attention to detail and accuracy
 Must possess excellent data and SQL business oriented analytical skills and good oral and written communication skills.
 Strong understanding of how systems relate/interface with each other
 Previous Data Mapping experience is a must.
 Ability to translate business requirements/user stories into data requirements and source-to-target data mappings.
 Experience with mergers would be a plus
 Understanding of software/application development lifecycle.
 Familiarity with application programming and data model design processes.
 Must be able to provide Sample data mapping documents.
 Understanding of data models and ETL processing would be good to have.
 Excellent interpersonal, communication and organizational skills
 The ability to work and team effectively with team and management personnel across geographies
 Flexibility to adjust to multiple demands, shifting priorities, ambiguity and rapid change

Roles and Responsibilities

Work as Data mapper/analyst as part of data platform team to interact with various other teams/business stakeholders to collect business needs
 Understand business need, do data analysis across systems, define data needs to support business and then do required data mapping to help support/define needs for data engg and ETL team
 Analyze data and different systems to define data requirements
Define data mapping working along with business and digital team and data team
 Analyze and Define data interfacing needs between systems working with different teams and stakeholders
 Understand the big picture business process utilizing deep knowledge in banking industry and translate them to data requirements
 Analyze and identify gaps on data needs and work with business and IT to bring in alignment on data needs
Should be able to address data related queries from other teams involved
 Should define data mapping for ETL teams
 Should be able to eventually scale to a data analyst role
 Understand impact of data conversions as they pertain to servicing operations.
 Handle higher volume and more complex cases with accuracy and efficiency

If the Job Description is matching and you are interested with this profile, kindly revert with your updated CV to hr at talentbasket.in
For more clarification, please call at 8075137440
=========================
Thanks and Regards,
TalentBasket HR Consultancy
Palarivattom, Kochi -25
Mob# 8075137440
Email- hr at talentbasket.in
Website: www.talentbasket.in

5.00-7.00 Years",264,717,490.5,Public,0,0,1,1,0,0,1,Other,Analyst,Other,Other,Other
520,Data Analyst,Bangalore,Encora,4.0,,,,₹364K - ₹734K (Glassdoor Est.),"Resposibilities
Build code to gather, refine, and transform large diverse datasets into simplified, meaningful, and actionable aggregations
Analyze data, to provide information that supports decision making across the company
Develop reporting workbooks and dashboards in Tableau (and others)
Write robust SQL and sometimes Python code, operating on a modern cloud stack (Snowflake, AWS, Azure)
Some analyses will require basic statistical tests, and prototypes may occasionally involve building basic statistical and machine learning models (regression, random forests, etc.)
Collaborate with cross-functional teams to understand data flows and processes to enable design and creation of the best possible solutions
Be responsible for data accuracy and integrity, implement data quality processes, create data dictionaries and data governance policies.
Key Qualifications
BS or MS in computer science, analytics, statistics, economics, engineering, operations research or computational field
3+ years of industry experience writing advanced SQL, developing complicated analysis and creating advanced dashboards in Tableau or other BI/viz tools
Bonus skill sets: intermediate/advanced data modeling, novice/intermediate python and/or R
Structured approach to problem-solving, ability to take a broad challenge and break it down into solvable components, accounting for confounding variables and statistical challenges
Demonstrated ability to work independently, prototype rapidly, iterate quickly and meet deadlines in a fast-paced environment
Strong communication and collaboration skills to effectively explain, influence, and advise with interdisciplinary partners
Experience in data warehousing, dimensional data modeling and tools like Airflow and DBT is a plus
Job Type: Full-time",364,734,549.0,Other Organization,1,1,0,1,1,0,1,Full-time,Analyst,Other,Other,Other
521,Data Analyst,Chennai,OJ Commerce,4.0,,,,₹240K - ₹470K (Glassdoor Est.),"Essential Duties & Responsibilities include the following:
Continuously improve the scope & quality of the Financial & Operational reports for monitoring performance of all aspects of the business
Improve and/or establish systems for robust recording of all data required for analysis, reporting & modelling
Analysis of business performance (Financial & Operations) including variance analysis; investigate & report causes of variance between expected and actual results
Ad hoc analysis & reports for senior management to aid decision making
Statistical analysis & modelling to build Decision Support Systems Qualifications / Requirements
The ideal candidate has 5+ years experience in analytics
BS Bachelor's degree in Maths, Statistics, Science or Engineering and/or an MBA
Must be highly analytical & detail oriented with expertise in handling complex business data.
Must have a strong analytical skills with a high level of proficiency in MS Excel & SQL.
Intermediate to Advance level skills in MSBI - SSAS, Cube & Tabular Models, MDX, DAX
Knowledge of Excel VBA and/or PowerPivot will be advantageous.
Exposure to statistical techniques & working knowledge of R / Python
Excellent communication skills and comfort in dealing with senior leadership (internal & external) We are looking for someone who is very confident in their skill set and can bring new ways of doing things to the table.
Job Type: Full-time
Salary: From ₹700,000.00 per year
Schedule:
Day shift
Monday to Friday
Supplemental Pay:
Quarterly bonus
Experience:
work: 4 years (Preferred)
Work Remotely:
Temporarily due to COVID-19
Speak with the employer
+91 9791671581",240,470,355.0,Other Organization,1,0,1,1,0,1,1,Full-time,Analyst,Other,Other,Other
522,Data Analyst,Chennai,Cambridge Technology Inc.,4.0,,,,₹300K - ₹466K (Glassdoor Est.),"Essential Duties & Responsibilities include the following:
Continuously improve the scope & quality of the Financial & Operational reports for monitoring performance of all aspects of the business
Improve and/or establish systems for robust recording of all data required for analysis, reporting & modelling
Analysis of business performance (Financial & Operations) including variance analysis; investigate & report causes of variance between expected and actual results
Ad hoc analysis & reports for senior management to aid decision making
Statistical analysis & modelling to build Decision Support Systems Qualifications / Requirements
The ideal candidate has 5+ years experience in analytics
BS Bachelor's degree in Maths, Statistics, Science or Engineering and/or an MBA
Must be highly analytical & detail oriented with expertise in handling complex business data.
Must have a strong analytical skills with a high level of proficiency in MS Excel & SQL.
Intermediate to Advance level skills in MSBI - SSAS, Cube & Tabular Models, MDX, DAX
Knowledge of Excel VBA and/or PowerPivot will be advantageous.
Exposure to statistical techniques & working knowledge of R / Python
Excellent communication skills and comfort in dealing with senior leadership (internal & external) We are looking for someone who is very confident in their skill set and can bring new ways of doing things to the table.
Job Type: Full-time
Salary: From ₹700,000.00 per year
Schedule:
Day shift
Monday to Friday
Supplemental Pay:
Quarterly bonus
Experience:
work: 4 years (Preferred)
Work Remotely:
Temporarily due to COVID-19
Speak with the employer
+91 9791671581",300,466,383.0,Other Organization,1,0,1,1,0,1,1,Full-time,Analyst,Other,Other,Other
523,Data Science Intern,Other,Sankhkyiki Robotics,3.0,Company - Private,,,₹360K - ₹800K (Glassdoor Est.),"Responsibilities
Work on different exercises on data science and machine learning algorithms
Create projects for the computer vision natural language processing
Create various artificial intelligence applications and combined them with robotics policy action based on the company's requirements


Skill(s) required: data science, big data, analytics, statistics",360,800,580.0,Private,0,0,0,0,1,0,1,Other,Data Scientist,Junior,Other,Other
524,Sr. Data Scientist,Other,ADCI - Karnataka,4.3,Company - Private,,,₹629K - ₹889K (Glassdoor Est.),,629,889,759.0,Private,0,0,0,0,0,0,0,Other,Data Scientist,Senior,Other,Other
525,Principal Data scientist,Hyderabad,Fanatics Inc.,3.6,Company - Private,Internet,Information Technology,₹474K - ₹725K (Glassdoor Est.),"Company Overview

Fanatics is the global leader in licensed sports merchandise and changing the way fans purchase their favorite team apparel and jerseys. Through an innovative, tech-infused approach to making and selling fan gear in today's on-demand culture, Fanatics operates more than 300 online and offline stores, including the e-commerce business for all major professional sports leagues (NFL, MLB, NBA, NHL, NASCAR, MLS, PGA), major media brands (NBC Sports, CBS Sports, FOX Sports) and more than 200 collegiate and professional team properties, which include several of the biggest global soccer clubs (Manchester United, Real Madrid, Chelsea, Manchester City). Fanatics offers the largest collection of timeless and timely merchandise whether shopping online, on your phone, in stores, in stadiums or on-site at the world's biggest sporting events.

About the Team

Fanatics is first and foremost a technology company. We are powered by cutting-edge tech created by our small agile teams using the latest tools and technologies under our highly analytical, forward thinking, and open-minded leadership. As the global leader in licensed sports merchandise, we challenge ourselves by improving our new fully responsive NodeJS cloud commerce platform, Elasticsearch engine, and deep data science capabilities while building the best-in-class retail manufacturing and supply chain technologies. Our tech teams work together to revolutionize data science and engineering initiatives, provide highly scalable real-time and streaming platforms, and create secure e-commerce and in-stadium fan experience products. Our own e-commerce platform transacts in over 190 countries, 17 languages, and 14 currencies. Our motto is “#GSD”—get stuff done—and we do just that. If you want to be at the nexus of sports, commerce, and technology, come be a part of our industry-leading team here at Fanatics Tech.

At Fanatics, we are passionate about leveraging data to drive growth and operational efficiencies. We firmly believe in putting data at the forefront of delivering an engaging experience for our sports fans!

Fanatics Inc. is looking for highly motivated individuals to join our Data Science and Engineering team. You will collaborate closely with engineering, PMs, cross functional business units to address challenging problems using techniques from applied statistics, machine learning and/or data mining fields.

What You'll Be Doing

Build, deploy, and maintain predictive models in one or more of the following areas:

Search, Product Ranking, Learning-to-Rank, Recommendations Systems, NLP

CRM/Email and eMarketing optimization

Price and promotion optimization

Leads with excellent technical abilities, leadership, strong communication skills, and adaptability to new, cutting-edge research in the field of AI and Machine Learning

Leads the work of others in small groups of four to six data scientists to deliver complex models, analytical projects and solve business problems, and act as a mentor and thought leader for the team

Dive into complex data sets to analyze trends and identify opportunities for improvement.

Support business stakeholders by providing ad-hoc analysis to help drive decision-making.

Collaborate cross-functionally with diverse teams (e.g. marketing operations, technology, merchandising, procurement, apparel design/production) to understand business objectives and design and implement data-driven solutions

Effectively communicate analytical solutions to non-technical stakeholders and senior leadership

What We're Looking For

Minimum 5 years' relevance experience in the industry (excluding internships/co-op/academic projects)

Experience developing multiple machine learning and statistical models and projects for real-world, business problems in productions

Strong algorithmic thinking and passion for empirical research to answer hard questions.

Ability to communicate complex quantitative analysis, analytic approaches and findings in a clear, precise, and actionable manner.

Designing and evaluating A|B experiments and monitoring key product metrics, understanding root causes of changes in metrics.

Working knowledge of big data processing technologies such as Hadoop, Hive, Pig and Spark.

Ability to use SQL to perform data analysis.

Have a BS/MS/PhD in Statistics, Applied Math, Operational Research, Computer Science or related field.

Tryouts are open at Fanatics! Our team is passionate, talented, unified, and charged with creating the fan experience of tomorrow. The ball is in your court now.

Ensure your Fanatics job offer is legitimate and don’t fall victim to fraud. Fanatics never seeks payment from job applicants. Fanatics recruiters will only reach out to applicants from an @fanatics.com or @fanatics.co.uk email address. For added security, where possible, apply through our company website at www.fanaticsinc.com/careers",474,725,599.5,Private,0,0,1,0,1,0,1,Internship,Data Scientist,Senior,Internet,Information Technology
526,"Senior Machine Learning Engineer, Search & Match",Bangalore,"Sense Talent Labs, Inc.",4.6,Company - Private,Computer Hardware & Software,Information Technology,₹360K - ₹666K (Glassdoor Est.),"Company Description
At Sense, we are transforming the candidate experience for the World's Best Places to Work. Independent workers now make up nearly 31% of the US workforce, and we are reinventing the way companies build long-term relationships with this workforce by creating the industry's first contractor communication and engagement platform to drastically improve communication and job satisfaction. We believe this type of work is only going to get more common and the experience can be much better for the candidates and contractors.

Job Description
We care deeply about the success of our customers and strive to help them achieve their goals in inspiring and engaging with their workforce. Sense is seeking a Senior Machine Learning Engineer to deliver our contractor communication platform to the world's best places to work. Sense is a rapidly scaling company making this the best environment to take on ownership as well as learning how to grow a company.
Sense is building an intelligent recruiting automation platform to help job seekers find the right opportunity. Sense's platform is responsible for interactions with millions of candidates for help gathering their relevant skills, updating their resumes and identifying those jobs for which they are best suited. We're excited to expand the Sense platform with new capabilities to save candidates and recruiters time and streamline the hiring process.
We're looking for NLP engineers and data engineers, particularly those with an interest in dialog systems, natural language processing, textual analysis, and recommendation systems.
Responsibilities:
Design and improve natural language tagging, ontology development and search infrastructure.
Designing machine learning systems and artificial intelligence (AI) software to automate predictive models, blended with heuristic-based approaches to solving customer problems.
Work with Backend and web engineers to ship features.
Work cross collaboratively with product managers and designers to improve and define product scope and design.
Ship cutting-edge AI to businesses that traditionally haven't had access to it

Qualifications
5+ years experience with building machine learning systems in a professional setting, with 2+ years specialisation in natural language processing
Experience with Python and Keras/Tensorflow/Pytorch is recommended
Experience with cleaning / processing / annotating data for training NLP models
Experience with deep learning techniques in solving NLP problems
Experience with Modern NLP libraries such as spaCy, CoreNLP, Gensim, NLTK is preferred
Advanced ability to perform exploratory data analysis
Interest to help shape the mission and roadmap of a team, and rallying others to join you
Eagerness to share your ideas, and openness to those of others
Experience building recommender systems a plus
Experience with ElasticSearch a plus

Additional Information
All your information will be kept confidential according to EEO guidelines.",360,666,513.0,Private,1,0,0,1,1,0,1,Internship,Machine Learing,Senior,Software,Information Technology
527,Data Analyst,Mumbai,Business Bashi,4.6,,,,₹320K - ₹526K (Glassdoor Est.),"Job title: Data Analyst
Location: Mahape, Mumbai
Experience Required: 3+ years
Joining date: Immediate – 15 days
Working hours: 9 AM – 6 PM
Working days: Monday – Saturday
CTC: Up to INR 35,000
Job Type: Full-time
Salary: Up to ₹35,000.00 per month
Schedule:
Day shift
Experience:
Data Analyst/Scientist: 3 years (Required)
BPO: 1 year (Preferred)
Python/R Language: 2 years (Preferred)
Location:
Mumbai, Maharashtra (Preferred)
Work Remotely:
No
COVID-19 Precaution(s):
Remote interview process
Virtual meetings",320,526,423.0,Other Organization,1,0,0,0,0,0,0,Full-time,Analyst,Other,Other,Other
528,SENIOR DATA SCIENTIST,Chennai,The Data Team,4.6,,,,₹444K - ₹844K (Glassdoor Est.),"Location: Chennai / Bangalore

The Data Team is a boutique consulting firm with strong expertise in big data and data science. The Senior Data Scientist is a key role in the organization, and will be leading project delivery on data science projects or data products. The Senior Data Scientist is an important role within the organization responsible for providing expertise, thought leadership, mentorship and leadership in the area of statistical analysis, data analysis and data science. Accordingly senior data scientists are expected to a hands-on practitioners in business analysis, hypothesis generation, data preparation, relational modelling, statistical modelling, algorithm design and scalable machine learning and deep learning. They’ll be expected to provide deep expertise in these areas. In addition, Senior Data Scientists are expected to mentor data analysts and data scientists on project deliverables, and ensure quality and timeliness in the output. The Data Team offers high-impact work with diverse opportunities in the areas of data science for Senior Data Scientists to grow into roles such as business consulting. Prior experience in doing data science and managing data science teams is required for this role. Experience in working on large scale Hadoop databases is required for this role. Past experience in bots and API development, test driven development, continuous delivery are preferred. Client facing skills are considered a plus.

Required Skills
True depth of knowledge in statistics, machine learning, cloud platforms and databases
Critical thinking skills in business with the ability to confidently face clients and mentor data scientists
A highly imaginative mind set and the ability to formulate new and relevant hypotheses from the data
Ability to perform advanced statistical analysis on diverse data sets in Python, R, Scala and Java
Ability to implement scalable machine learning and statistical analysis algorithms with frameworks such as Spark, Tensorflow or Torch
Current knowledge of cloud technologies and architectures such as on Azure, and hands on skills in implementing machine learning algorithms at scale
Expertise validating and critically evaluating machine learning algorithms and their performance
Ability to work in a Linux environment, on cloud-based virtual machines and containers
Should have managed a team in past roles in a managerial setting, or directly faced clients
Excellent interpersonal, presentation and written communication skills
Education and Work Experience Requirements
Bachelor’s degree in computer science or applied mathematics (Master’s degree or PhD preferred)
Higher degree in business, statistics, machine learning or computer science is a plus
Between 8 and 10 years of demonstrated experience in the industry including significant prior experience in data analysis and data science
Relevant certifications in data science will be considered favorably",444,844,644.0,Other Organization,1,0,1,1,1,0,1,Other,Data Scientist,Senior,Other,Other
529,Data Scientist - Immediate For Altimetrik,Chennai,Altimetrik India Private Limited,3.9,,,,₹464K - ₹637K (Glassdoor Est.),"Location: Chennai / Bangalore

The Data Team is a boutique consulting firm with strong expertise in big data and data science. The Senior Data Scientist is a key role in the organization, and will be leading project delivery on data science projects or data products. The Senior Data Scientist is an important role within the organization responsible for providing expertise, thought leadership, mentorship and leadership in the area of statistical analysis, data analysis and data science. Accordingly senior data scientists are expected to a hands-on practitioners in business analysis, hypothesis generation, data preparation, relational modelling, statistical modelling, algorithm design and scalable machine learning and deep learning. They’ll be expected to provide deep expertise in these areas. In addition, Senior Data Scientists are expected to mentor data analysts and data scientists on project deliverables, and ensure quality and timeliness in the output. The Data Team offers high-impact work with diverse opportunities in the areas of data science for Senior Data Scientists to grow into roles such as business consulting. Prior experience in doing data science and managing data science teams is required for this role. Experience in working on large scale Hadoop databases is required for this role. Past experience in bots and API development, test driven development, continuous delivery are preferred. Client facing skills are considered a plus.

Required Skills
True depth of knowledge in statistics, machine learning, cloud platforms and databases
Critical thinking skills in business with the ability to confidently face clients and mentor data scientists
A highly imaginative mind set and the ability to formulate new and relevant hypotheses from the data
Ability to perform advanced statistical analysis on diverse data sets in Python, R, Scala and Java
Ability to implement scalable machine learning and statistical analysis algorithms with frameworks such as Spark, Tensorflow or Torch
Current knowledge of cloud technologies and architectures such as on Azure, and hands on skills in implementing machine learning algorithms at scale
Expertise validating and critically evaluating machine learning algorithms and their performance
Ability to work in a Linux environment, on cloud-based virtual machines and containers
Should have managed a team in past roles in a managerial setting, or directly faced clients
Excellent interpersonal, presentation and written communication skills
Education and Work Experience Requirements
Bachelor’s degree in computer science or applied mathematics (Master’s degree or PhD preferred)
Higher degree in business, statistics, machine learning or computer science is a plus
Between 8 and 10 years of demonstrated experience in the industry including significant prior experience in data analysis and data science
Relevant certifications in data science will be considered favorably",464,637,550.5,Other Organization,1,0,1,1,1,0,1,Other,Data Scientist,Other,Other,Other
530,Data Analyst,Gurgaon,PayU,3.5,Company - Private,Internet,Information Technology,₹472K - ₹668K (Glassdoor Est.),"Job Summary:
Payu is looking for Data analyst at Gurgaon Location for developing analysis, reporting capabilities, resolving post live queries as well as visualization requirements. They are also required to monitor performance and identify improvements.

Primary Job Responsibilities:
Addressing post live queries/concerns raised by PayUbiz merchants across India.
Publish analytical reports through Reporting Framework/SQL queries and share them with merchants or within the organization for use in management decision-making
Create dashboards for internal teams using Qlikview/Tableau visualization tool.
Automation: Using SQL queries/Python scripts for creating/automating new reports.
Act as a liaison between technical team, testing team, account managers, sales team and merchants for data analysis and all performance related issues to ensure optimal operational performance
Prioritize and manage urgent and immediate requests by many merchants/internal teams in a vibrant and demanding environment with pre-defined SLA’s and performance requirements
Interact with merchants through mails, meeting or over the phone to address queries regarding PayU products/services, performance issues and suggest solutions with the objective of retaining merchants
Redirect problems to appropriate team/department, follow up and keep all stakeholders updated till complete resolution.
To analyze product performance at real time and suggest ways to improve it

Required Skills:
Bachelor’s degree in computer science or any related field/area with an experience of at least 3+ years in a similar profile/work area.
Excellent written and verbal communication skills in English.
Ability to work on large data sets, analyze and interpret data for performance improvement and issue detection.
Excellent Excel skills with experience in managing large data sets and preparing various reports, data views and dashboards.
Expert in writing SQL queries and publishing reports.
Should have experience in writing Python scripts for automation of daily reporting.
Experience in building dashboards using any visualization tool Qlikview/Tableau

About PayU
PayU is a leading financial services provider in global growth markets. We deliver innovative technology that enables billions of people and millions of merchants to buy and sell online. As a leading online payment service provider, we deploy more than 300 payment methods and PCI certified platforms to process approximately 1.2 million payments every single day. We also specialize in innovative consumer and small business products that improve access to credit and banking services in markets that are underserved by traditional financial services providers. We believe in collaboration and partnerships. That’s why we have become one of the leading fin-tech investors globally, combining the expertise of high growth companies with our own unique local knowledge and technology to ensure that our customers have access to the best financial services.",472,668,570.0,Private,1,0,1,0,0,0,1,Internship,Analyst,Other,Internet,Information Technology
